record_type,time_s,raw_on,raw_off,net_raw,avg_on,avg_off,net_avg,baseline,change,label,raw_line
info,,,,,,,,,,,,"SYSTEM,Baseline collecting... Keep sensor on empty floor (5s)."
info,,,,,,,,,,,,"SYSTEM,START received"
baseline,,596,1023.0,427.0,597.2,1023.0,425.8,,,,"BASELINE,596,1023.0,427.0,597.2,1023.0,425.8"
baseline,,596,1023.0,427.0,596.6,1023.0,426.4,,,,"BASELINE,596,1023.0,427.0,596.6,1023.0,426.4"
baseline,,596,1023.0,427.0,596.2,1023.0,426.8,,,,"BASELINE,596,1023.0,427.0,596.2,1023.0,426.8"
baseline,,596,1023.0,427.0,595.8,1023.0,427.2,,,,"BASELINE,596,1023.0,427.0,595.8,1023.0,427.2"
baseline,,595,1023.0,428.0,595.8,1023.0,427.2,,,,"BASELINE,595,1023.0,428.0,595.8,1023.0,427.2"
baseline,,595,1023.0,428.0,595.6,1023.0,427.4,,,,"BASELINE,595,1023.0,428.0,595.6,1023.0,427.4"
baseline,,595,1023.0,428.0,595.4,1023.0,427.6,,,,"BASELINE,595,1023.0,428.0,595.4,1023.0,427.6"
baseline,,595,1023.0,428.0,595.2,1023.0,427.8,,,,"BASELINE,595,1023.0,428.0,595.2,1023.0,427.8"
baseline,,595,1023.0,428.0,595.0,1023.0,428.0,,,,"BASELINE,595,1023.0,428.0,595.0,1023.0,428.0"
baseline,,595,1023.0,428.0,595.0,1023.0,428.0,,,,"BASELINE,595,1023.0,428.0,595.0,1023.0,428.0"
baseline,,594,1023.0,429.0,594.8,1023.0,428.2,,,,"BASELINE,594,1023.0,429.0,594.8,1023.0,428.2"
baseline,,595,1023.0,428.0,594.8,1023.0,428.2,,,,"BASELINE,595,1023.0,428.0,594.8,1023.0,428.2"
baseline,,594,1023.0,429.0,594.6,1023.0,428.4,,,,"BASELINE,594,1023.0,429.0,594.6,1023.0,428.4"
baseline,,594,1023.0,429.0,594.4,1023.0,428.6,,,,"BASELINE,594,1023.0,429.0,594.4,1023.0,428.6"
baseline,,594,1023.0,429.0,594.2,1023.0,428.8,,,,"BASELINE,594,1023.0,429.0,594.2,1023.0,428.8"
baseline,,594,1023.0,429.0,594.2,1023.0,428.8,,,,"BASELINE,594,1023.0,429.0,594.2,1023.0,428.8"
baseline,,594,1023.0,429.0,594.0,1023.0,429.0,,,,"BASELINE,594,1023.0,429.0,594.0,1023.0,429.0"
baseline,,594,1023.0,429.0,594.0,1023.0,429.0,,,,"BASELINE,594,1023.0,429.0,594.0,1023.0,429.0"
baseline,,594,1023.0,429.0,594.0,1023.0,429.0,,,,"BASELINE,594,1023.0,429.0,594.0,1023.0,429.0"
baseline,,594,1023.0,429.0,594.0,1023.0,429.0,,,,"BASELINE,594,1023.0,429.0,594.0,1023.0,429.0"
baseline,,594,1023.0,429.0,594.0,1023.0,429.0,,,,"BASELINE,594,1023.0,429.0,594.0,1023.0,429.0"
baseline,,593,1023.0,430.0,593.8,1023.0,429.2,,,,"BASELINE,593,1023.0,430.0,593.8,1023.0,429.2"
baseline,,593,1023.0,430.0,593.6,1023.0,429.4,,,,"BASELINE,593,1023.0,430.0,593.6,1023.0,429.4"
baseline,,594,1023.0,429.0,593.6,1023.0,429.4,,,,"BASELINE,594,1023.0,429.0,593.6,1023.0,429.4"
baseline,,593,1023.0,430.0,593.4,1023.0,429.6,,,,"BASELINE,593,1023.0,430.0,593.4,1023.0,429.6"
baseline,,593,1023.0,430.0,593.2,1023.0,429.8,,,,"BASELINE,593,1023.0,430.0,593.2,1023.0,429.8"
baseline,,592,1023.0,431.0,593.0,1023.0,430.0,,,,"BASELINE,592,1023.0,431.0,593.0,1023.0,430.0"
baseline,,593,1023.0,430.0,593.0,1023.0,430.0,,,,"BASELINE,593,1023.0,430.0,593.0,1023.0,430.0"
baseline,,593,1023.0,430.0,592.8,1023.0,430.2,,,,"BASELINE,593,1023.0,430.0,592.8,1023.0,430.2"
baseline,,593,1023.0,430.0,592.8,1023.0,430.2,,,,"BASELINE,593,1023.0,430.0,592.8,1023.0,430.2"
baseline,,592,1023.0,431.0,592.6,1023.0,430.4,,,,"BASELINE,592,1023.0,431.0,592.6,1023.0,430.4"
baseline,,592,1023.0,431.0,592.6,1023.0,430.4,,,,"BASELINE,592,1023.0,431.0,592.6,1023.0,430.4"
info,,,,,,,,,,,,"SYSTEM,Baseline done,428.65"
data,0.0,592,1023.0,431.0,592.2,1023.0,430.8,428.7,2.1,Floor,"DATA,0.0,592,1023.0,431.0,592.2,1023.0,430.8,428.7,2.1,Floor"
data,0.1,591,1023.0,432.0,591.8,1023.0,431.2,428.7,2.5,Floor,"DATA,0.1,591,1023.0,432.0,591.8,1023.0,431.2,428.7,2.5,Floor"
data,0.2,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor,"DATA,0.2,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor"
data,0.3,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor,"DATA,0.3,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor"
data,0.4,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor,"DATA,0.4,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor"
data,0.5,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor,"DATA,0.5,592,1023.0,431.0,591.8,1023.0,431.2,428.7,2.5,Floor"
data,0.6,592,1023.0,431.0,592.0,1023.0,431.0,428.7,2.3,Floor,"DATA,0.6,592,1023.0,431.0,592.0,1023.0,431.0,428.7,2.3,Floor"
