record_type,time_s,raw_on,raw_off,net_raw,avg_on,avg_off,net_avg,baseline,change,label,raw_line
info,,,,,,,,,,,,"SYSTEM,Baseline collecting... Keep sensor on empty floor (5s)."
info,,,,,,,,,,,,"SYSTEM,START received"
baseline,,476,960.0,484.0,477.8,959.6,481.8,,,,"BASELINE,476,960.0,484.0,477.8,959.6,481.8"
baseline,,478,960.0,482.0,477.4,959.6,482.2,,,,"BASELINE,478,960.0,482.0,477.4,959.6,482.2"
baseline,,478,960.5,482.5,477.4,959.8,482.4,,,,"BASELINE,478,960.5,482.5,477.4,959.8,482.4"
baseline,,479,960.0,481.0,477.8,960.0,482.2,,,,"BASELINE,479,960.0,481.0,477.8,960.0,482.2"
baseline,,476,960.0,484.0,477.4,960.1,482.7,,,,"BASELINE,476,960.0,484.0,477.4,960.1,482.7"
baseline,,477,960.0,483.0,477.6,960.1,482.5,,,,"BASELINE,477,960.0,483.0,477.6,960.1,482.5"
baseline,,478,960.0,482.0,477.6,960.1,482.5,,,,"BASELINE,478,960.0,482.0,477.6,960.1,482.5"
baseline,,477,959.5,482.5,477.4,959.9,482.5,,,,"BASELINE,477,959.5,482.5,477.4,959.9,482.5"
baseline,,477,960.0,483.0,477.0,959.9,482.9,,,,"BASELINE,477,960.0,483.0,477.0,959.9,482.9"
baseline,,477,959.5,482.5,477.2,959.8,482.6,,,,"BASELINE,477,959.5,482.5,477.2,959.8,482.6"
baseline,,477,960.0,483.0,477.2,959.8,482.6,,,,"BASELINE,477,960.0,483.0,477.2,959.8,482.6"
baseline,,477,960.5,483.5,477.0,959.9,482.9,,,,"BASELINE,477,960.5,483.5,477.0,959.9,482.9"
baseline,,475,960.0,485.0,476.6,960.0,483.4,,,,"BASELINE,475,960.0,485.0,476.6,960.0,483.4"
baseline,,476,960.0,484.0,476.4,960.0,483.6,,,,"BASELINE,476,960.0,484.0,476.4,960.0,483.6"
baseline,,476,960.5,484.5,476.2,960.2,484.0,,,,"BASELINE,476,960.5,484.5,476.2,960.2,484.0"
baseline,,476,960.0,484.0,476.0,960.2,484.2,,,,"BASELINE,476,960.0,484.0,476.0,960.2,484.2"
baseline,,476,960.0,484.0,475.8,960.1,484.3,,,,"BASELINE,476,960.0,484.0,475.8,960.1,484.3"
baseline,,475,959.5,484.5,475.8,960.0,484.2,,,,"BASELINE,475,959.5,484.5,475.8,960.0,484.2"
baseline,,476,960.0,484.0,475.8,960.0,484.2,,,,"BASELINE,476,960.0,484.0,475.8,960.0,484.2"
baseline,,476,959.5,483.5,475.8,959.8,484.0,,,,"BASELINE,476,959.5,483.5,475.8,959.8,484.0"
baseline,,476,960.0,484.0,475.8,959.8,484.0,,,,"BASELINE,476,960.0,484.0,475.8,959.8,484.0"
baseline,,476,960.5,484.5,475.8,959.9,484.1,,,,"BASELINE,476,960.5,484.5,475.8,959.9,484.1"
baseline,,476,960.5,484.5,476.0,960.1,484.1,,,,"BASELINE,476,960.5,484.5,476.0,960.1,484.1"
baseline,,476,960.5,484.5,476.0,960.2,484.2,,,,"BASELINE,476,960.5,484.5,476.0,960.2,484.2"
baseline,,475,960.5,485.5,475.8,960.4,484.6,,,,"BASELINE,475,960.5,485.5,475.8,960.4,484.6"
baseline,,475,960.0,485.0,475.6,960.4,484.8,,,,"BASELINE,475,960.0,485.0,475.6,960.4,484.8"
baseline,,476,960.0,484.0,475.6,960.3,484.7,,,,"BASELINE,476,960.0,484.0,475.6,960.3,484.7"
baseline,,476,960.0,484.0,475.6,960.2,484.6,,,,"BASELINE,476,960.0,484.0,475.6,960.2,484.6"
baseline,,476,960.0,484.0,475.6,960.1,484.5,,,,"BASELINE,476,960.0,484.0,475.6,960.1,484.5"
baseline,,476,960.5,484.5,475.8,960.1,484.3,,,,"BASELINE,476,960.5,484.5,475.8,960.1,484.3"
baseline,,476,959.5,483.5,476.0,960.0,484.0,,,,"BASELINE,476,959.5,483.5,476.0,960.0,484.0"
baseline,,476,960.0,484.0,476.0,960.0,484.0,,,,"BASELINE,476,960.0,484.0,476.0,960.0,484.0"
baseline,,476,960.0,484.0,476.0,960.0,484.0,,,,"BASELINE,476,960.0,484.0,476.0,960.0,484.0"
baseline,,475,959.5,484.5,475.8,959.9,484.1,,,,"BASELINE,475,959.5,484.5,475.8,959.9,484.1"
baseline,,475,960.0,485.0,475.6,959.8,484.2,,,,"BASELINE,475,960.0,485.0,475.6,959.8,484.2"
baseline,,475,959.5,484.5,475.4,959.8,484.4,,,,"BASELINE,475,959.5,484.5,475.4,959.8,484.4"
baseline,,476,959.5,483.5,475.4,959.7,484.3,,,,"BASELINE,476,959.5,483.5,475.4,959.7,484.3"
baseline,,476,960.0,484.0,475.4,959.7,484.3,,,,"BASELINE,476,960.0,484.0,475.4,959.7,484.3"
baseline,,476,960.0,484.0,475.6,959.8,484.2,,,,"BASELINE,476,960.0,484.0,475.6,959.8,484.2"
baseline,,473,960.0,487.0,475.2,959.8,484.6,,,,"BASELINE,473,960.0,487.0,475.2,959.8,484.6"
baseline,,473,960.0,487.0,474.8,959.9,485.1,,,,"BASELINE,473,960.0,487.0,474.8,959.9,485.1"
baseline,,473,960.0,487.0,474.2,960.0,485.8,,,,"BASELINE,473,960.0,487.0,474.2,960.0,485.8"
baseline,,472,960.0,488.0,473.4,960.0,486.6,,,,"BASELINE,472,960.0,488.0,473.4,960.0,486.6"
baseline,,474,960.0,486.0,473.0,960.0,487.0,,,,"BASELINE,474,960.0,486.0,473.0,960.0,487.0"
baseline,,473,959.5,486.5,473.0,959.9,486.9,,,,"BASELINE,473,959.5,486.5,473.0,959.9,486.9"
