record_type,time_s,raw_on,raw_off,net_raw,avg_on,avg_off,net_avg,baseline,change,label,raw_line
info,,,,,,,,,,,,"SYSTEM,Baseline collecting... Keep sensor on empty floor (5s)."
info,,,,,,,,,,,,"SYSTEM,START received"
baseline,,404,1023.0,619.0,405.0,1022.7,617.7,,,,"BASELINE,404,1023.0,619.0,405.0,1022.7,617.7"
baseline,,407,1020.0,613.0,405.2,1022.1,616.9,,,,"BASELINE,407,1020.0,613.0,405.2,1022.1,616.9"
baseline,,400,1022.5,622.5,404.6,1022.0,617.4,,,,"BASELINE,400,1022.5,622.5,404.6,1022.0,617.4"
baseline,,399,1022.0,623.0,403.2,1022.0,618.8,,,,"BASELINE,399,1022.0,623.0,403.2,1022.0,618.8"
baseline,,403,1022.5,619.5,402.6,1022.0,619.4,,,,"BASELINE,403,1022.5,619.5,402.6,1022.0,619.4"
baseline,,401,1023.0,622.0,402.0,1022.0,620.0,,,,"BASELINE,401,1023.0,622.0,402.0,1022.0,620.0"
baseline,,402,1022.0,620.0,401.0,1022.4,621.4,,,,"BASELINE,402,1022.0,620.0,401.0,1022.4,621.4"
baseline,,397,1022.5,625.5,400.4,1022.4,622.0,,,,"BASELINE,397,1022.5,625.5,400.4,1022.4,622.0"
baseline,,400,1022.0,622.0,400.6,1022.4,621.8,,,,"BASELINE,400,1022.0,622.0,400.6,1022.4,621.8"
baseline,,403,1020.0,617.0,400.6,1021.9,621.3,,,,"BASELINE,403,1020.0,617.0,400.6,1021.9,621.3"
baseline,,398,1023.0,625.0,400.0,1021.9,621.9,,,,"BASELINE,398,1023.0,625.0,400.0,1021.9,621.9"
baseline,,401,1023.0,622.0,399.8,1022.1,622.3,,,,"BASELINE,401,1023.0,622.0,399.8,1022.1,622.3"
baseline,,405,1020.5,615.5,401.4,1021.7,620.3,,,,"BASELINE,405,1020.5,615.5,401.4,1021.7,620.3"
baseline,,404,1020.5,616.5,402.2,1021.4,619.2,,,,"BASELINE,404,1020.5,616.5,402.2,1021.4,619.2"
baseline,,401,1022.5,621.5,401.8,1021.9,620.1,,,,"BASELINE,401,1022.5,621.5,401.8,1021.9,620.1"
baseline,,399,1023.0,624.0,402.0,1021.9,619.9,,,,"BASELINE,399,1023.0,624.0,402.0,1021.9,619.9"
baseline,,401,1022.5,621.5,402.0,1021.8,619.8,,,,"BASELINE,401,1022.5,621.5,402.0,1021.8,619.8"
baseline,,402,1022.5,620.5,401.4,1022.2,620.8,,,,"BASELINE,402,1022.5,620.5,401.4,1022.2,620.8"
baseline,,402,1021.5,619.5,401.0,1022.4,621.4,,,,"BASELINE,402,1021.5,619.5,401.0,1022.4,621.4"
baseline,,397,1021.5,624.5,400.2,1022.2,622.0,,,,"BASELINE,397,1021.5,624.5,400.2,1022.2,622.0"
baseline,,406,1020.0,614.0,401.6,1021.6,620.0,,,,"BASELINE,406,1020.0,614.0,401.6,1021.6,620.0"
baseline,,398,1023.0,625.0,401.0,1021.7,620.7,,,,"BASELINE,398,1023.0,625.0,401.0,1021.7,620.7"
baseline,,402,1022.5,620.5,401.0,1021.7,620.7,,,,"BASELINE,402,1022.5,620.5,401.0,1021.7,620.7"
baseline,,398,1023.0,625.0,400.2,1022.0,621.8,,,,"BASELINE,398,1023.0,625.0,400.2,1022.0,621.8"
baseline,,403,1021.5,618.5,401.4,1022.0,620.6,,,,"BASELINE,403,1021.5,618.5,401.4,1022.0,620.6"
baseline,,400,1022.5,622.5,400.2,1022.5,622.3,,,,"BASELINE,400,1022.5,622.5,400.2,1022.5,622.3"
baseline,,398,1023.0,625.0,400.2,1022.5,622.3,,,,"BASELINE,398,1023.0,625.0,400.2,1022.5,622.3"
baseline,,400,1022.5,622.5,399.8,1022.5,622.7,,,,"BASELINE,400,1022.5,622.5,399.8,1022.5,622.7"
baseline,,399,1022.0,623.0,400.0,1022.3,622.3,,,,"BASELINE,399,1022.0,623.0,400.0,1022.3,622.3"
baseline,,401,1022.0,621.0,399.6,1022.4,622.8,,,,"BASELINE,401,1022.0,621.0,399.6,1022.4,622.8"
baseline,,395,1023.0,628.0,398.6,1022.5,623.9,,,,"BASELINE,395,1023.0,628.0,398.6,1022.5,623.9"
baseline,,396,1023.0,627.0,398.2,1022.5,624.3,,,,"BASELINE,396,1023.0,627.0,398.2,1022.5,624.3"
baseline,,400,1022.0,622.0,398.2,1022.4,624.2,,,,"BASELINE,400,1022.0,622.0,398.2,1022.4,624.2"
baseline,,400,1021.5,621.5,398.4,1022.3,623.9,,,,"BASELINE,400,1021.5,621.5,398.4,1022.3,623.9"
baseline,,401,1020.5,619.5,398.4,1022.0,623.6,,,,"BASELINE,401,1020.5,619.5,398.4,1022.0,623.6"
baseline,,397,1023.0,626.0,398.8,1022.0,623.2,,,,"BASELINE,397,1023.0,626.0,398.8,1022.0,623.2"
baseline,,400,1022.5,622.5,399.6,1021.9,622.3,,,,"BASELINE,400,1022.5,622.5,399.6,1021.9,622.3"
baseline,,398,1023.0,625.0,399.2,1022.1,622.9,,,,"BASELINE,398,1023.0,625.0,399.2,1022.1,622.9"
baseline,,398,1023.0,625.0,398.8,1022.4,623.6,,,,"BASELINE,398,1023.0,625.0,398.8,1022.4,623.6"
baseline,,400,1022.0,622.0,398.6,1022.7,624.1,,,,"BASELINE,400,1022.0,622.0,398.6,1022.7,624.1"
baseline,,401,1021.5,620.5,399.4,1022.4,623.0,,,,"BASELINE,401,1021.5,620.5,399.4,1022.4,623.0"
info,,,,,,,,,,,,"SYSTEM,Baseline done,621.45"
